status,symbol,direction,time_utc,price_or_na,reason_or_outcome
REJECTED,EURUSD,SELL,2015-01-02 21:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,GBPUSD,SELL,2015-01-02 21:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,EURUSD,SELL,2015-01-04 22:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,GBPUSD,SELL,2015-01-04 22:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,GBPUSD,SELL,2015-01-06 09:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,EURUSD,SELL,2015-01-06 10:00:00+00:00,,CORRELATED_OR_PORTFOLIO_RISK_CAP
REJECTED,GBPUSD,SELL,2015-01-06 10:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,EURUSD,SELL,2015-01-06 11:00:00+00:00,,CORRELATED_OR_PORTFOLIO_RISK_CAP
REJECTED,EURUSD,SELL,2015-01-06 22:00:00+00:00,,CORRELATED_OR_PORTFOLIO_RISK_CAP
REJECTED,GBPUSD,SELL,2015-01-06 22:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,EURUSD,SELL,2015-01-07 11:00:00+00:00,,CORRELATED_OR_PORTFOLIO_RISK_CAP
REJECTED,GBPUSD,SELL,2015-01-07 13:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,GBPUSD,SELL,2015-01-07 14:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,EURUSD,SELL,2015-01-07 15:00:00+00:00,,CORRELATED_OR_PORTFOLIO_RISK_CAP
REJECTED,GBPUSD,SELL,2015-01-07 15:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,EURUSD,SELL,2015-01-08 08:00:00+00:00,,CORRELATED_OR_PORTFOLIO_RISK_CAP
REJECTED,GBPUSD,SELL,2015-01-08 08:00:00+00:00,,SYMBOL_ALREADY_HAS_OPEN_POSITION
REJECTED,EURUSD,SELL,2015-01-08 09:00:00+00:00,,CORRELATED_OR_PORTFOLIO_RISK_CAP
REJECTED,EURUSD,SELL,2015-01-08 10:00:00+00:00,,CORRELATED_OR_PORTFOLIO_RISK_CAP
